case_id,resource,role,activity,start_time,end_time,enabled_time,age,priority
25,Loan Officer-000004,Loan Officer,Assess loan risk,2023-02-10T13:26:32.110,2023-02-10T13:46:32.110,2023-02-10T13:26:32.110,45,low
21,Clerk-000003,Clerk,Reject application,2023-02-10T13:40:59.608,2023-02-10T13:50:59.608,2023-02-10T13:40:59.608,36,high
28,Clerk-000001,Clerk,Check application form completeness,2023-02-10T14:00:00.000,2023-02-10T14:01:33.296,2023-02-10T14:00:00.000,18,medium
26,Appraiser-000002,Appraiser,Appraise property,2023-02-10T13:13:52.736,2023-02-10T14:01:58.305,2023-02-10T13:08:47.121,28,medium
26,Loan Officer-000002,Loan Officer,Assess loan risk,2023-02-10T14:01:58.305,2023-02-10T14:21:58.305,2023-02-10T14:01:58.305,23,medium
27,AML Investigator-000002,AML Investigator,AML check,2023-02-10T13:41:30.500,2023-02-10T14:23:41.963,2023-02-10T13:41:30.500,37,high
26,Loan Officer-000003,Loan Officer,Design loan offer,2023-02-10T14:21:58.305,2023-02-10T14:25:26.047,2023-02-10T14:21:58.305,36,medium
27,Clerk-000008,Clerk,Check credit history,2023-02-10T13:41:30.500,2023-02-10T14:32:47.426,2023-02-10T13:41:30.500,51,high
23,Clerk-000002,Clerk,Reject application,2023-02-10T14:24:44.529,2023-02-10T14:34:44.529,2023-02-10T14:24:44.529,51,medium
29,Clerk-000004,Clerk,Check application form completeness,2023-02-10T14:30:00.000,2023-02-10T14:39:40.000,2023-02-10T14:30:00.000,46,medium
29,Clerk-000005,Clerk,Check credit history,2023-02-10T14:39:40.000,2023-02-10T14:39:41.775,2023-02-10T14:39:40.000,24,medium
24,Appraiser-000001,Appraiser,Appraise property,2023-02-10T13:04:44.529,2023-02-10T14:43:09.573,2023-02-10T12:36:04.235,44,low
26,Senior Officer-000002,Senior Officer,Approve loan offer,2023-02-10T14:25:26.047,2023-02-10T14:45:26.047,2023-02-10T14:25:26.047,50,medium
29,AML Investigator-000002,AML Investigator,AML check,2023-02-10T14:39:40.000,2023-02-10T14:50:24.976,2023-02-10T14:39:40.000,59,medium
28,Clerk-000006,Clerk,Check credit history,2023-02-10T14:01:33.296,2023-02-10T14:54:16.116,2023-02-10T14:01:33.296,48,medium
28,AML Investigator-000001,AML Investigator,AML check,2023-02-10T14:01:33.296,2023-02-10T14:56:16.018,2023-02-10T14:01:33.296,20,medium
25,Clerk-000007,Clerk,Reject application,2023-02-10T14:46:32.110,2023-02-10T14:56:32.110,2023-02-10T14:46:32.110,18,low
24,Loan Officer-000001,Loan Officer,Assess loan risk,2023-02-10T14:43:09.573,2023-02-13T07:03:09.573,2023-02-10T14:43:09.573,46,low
24,Loan Officer-000004,Loan Officer,Design loan offer,2023-02-13T07:03:09.573,2023-02-13T07:04:53.237,2023-02-13T07:03:09.573,63,low
26,Clerk-000001,Clerk,Cancel application,2023-02-13T07:00:00.000,2023-02-13T07:05:00.000,2023-02-10T15:45:26.047,65,medium
27,Appraiser-000002,Appraiser,Appraise property,2023-02-10T14:01:58.305,2023-02-13T07:11:27.273,2023-02-10T13:41:30.500,63,high
30,Clerk-000003,Clerk,Check application form completeness,2023-02-13T07:00:00.000,2023-02-13T07:21:42.457,2023-02-10T15:00:00.000,34,low
30,AML Investigator-000002,AML Investigator,AML check,2023-02-13T07:21:42.457,2023-02-13T07:24:00.846,2023-02-13T07:21:42.457,39,low
24,Senior Officer-000001,Senior Officer,Approve loan offer,2023-02-13T07:04:53.237,2023-02-13T07:24:53.237,2023-02-13T07:04:53.237,31,low
27,Loan Officer-000002,Loan Officer,Assess loan risk,2023-02-13T07:11:27.273,2023-02-13T07:31:27.273,2023-02-13T07:11:27.273,43,high
28,Appraiser-000001,Appraiser,Appraise property,2023-02-10T14:43:09.573,2023-02-13T07:38:30.973,2023-02-10T14:01:33.296,55,medium
29,Appraiser-000002,Appraiser,Appraise property,2023-02-13T07:11:27.273,2023-02-13T07:54:18.610,2023-02-10T14:39:40.000,54,medium
28,Loan Officer-000003,Loan Officer,Assess loan risk,2023-02-13T07:38:30.973,2023-02-13T07:58:30.973,2023-02-13T07:38:30.973,20,medium
30,Appraiser-000001,Appraiser,Appraise property,2023-02-13T07:38:30.973,2023-02-13T08:01:24.809,2023-02-13T07:21:42.457,32,low
28,Loan Officer-000004,Loan Officer,Design loan offer,2023-02-13T07:58:30.973,2023-02-13T08:13:24.373,2023-02-13T07:58:30.973,64,medium
29,Loan Officer-000001,Loan Officer,Assess loan risk,2023-02-13T07:54:18.610,2023-02-13T08:14:18.610,2023-02-13T07:54:18.610,55,medium
30,Clerk-000008,Clerk,Check credit history,2023-02-13T07:21:42.457,2023-02-13T08:15:27.491,2023-02-13T07:21:42.457,65,low
29,Loan Officer-000002,Loan Officer,Design loan offer,2023-02-13T08:14:18.610,2023-02-13T08:22:13.689,2023-02-13T08:14:18.610,58,medium
31,Clerk-000002,Clerk,Check application form completeness,2023-02-13T07:30:00.000,2023-02-13T08:28:14.156,2023-02-13T07:30:00.000,24,low
24,Clerk-000005,Clerk,Cancel application,2023-02-13T08:24:53.237,2023-02-13T08:29:53.237,2023-02-13T08:24:53.237,36,low
28,Senior Officer-000002,Senior Officer,Approve loan offer,2023-02-13T08:13:24.373,2023-02-13T08:33:24.373,2023-02-13T08:13:24.373,39,medium
32,Clerk-000004,Clerk,Check application form completeness,2023-02-13T08:00:00.000,2023-02-13T08:35:11.810,2023-02-13T08:00:00.000,59,high
30,Loan Officer-000003,Loan Officer,Assess loan risk,2023-02-13T08:15:27.491,2023-02-13T08:35:27.491,2023-02-13T08:15:27.491,38,low
33,Clerk-000007,Clerk,Check application form completeness,2023-02-13T08:30:00.000,2023-02-13T08:36:45.675,2023-02-13T08:30:00.000,53,high
32,Clerk-000003,Clerk,Check credit history,2023-02-13T08:35:11.810,2023-02-13T08:39:27.491,2023-02-13T08:35:11.810,49,high
27,Clerk-000001,Clerk,Reject application,2023-02-13T08:31:27.273,2023-02-13T08:41:27.273,2023-02-13T08:31:27.273,30,high
31,Appraiser-000002,Appraiser,Appraise property,2023-02-13T08:28:14.156,2023-02-13T08:42:04.287,2023-02-13T08:28:14.156,61,low
29,Senior Officer-000001,Senior Officer,Approve loan offer,2023-02-13T08:22:13.689,2023-02-13T08:42:13.689,2023-02-13T08:22:13.689,48,medium
31,AML Investigator-000001,AML Investigator,AML check,2023-02-13T08:28:14.156,2023-02-13T08:45:53.388,2023-02-13T08:28:14.156,32,low
33,AML Investigator-000001,AML Investigator,AML check,2023-02-13T08:45:53.388,2023-02-13T08:50:39.444,2023-02-13T08:36:45.675,60,high
31,Clerk-000006,Clerk,Check credit history,2023-02-13T08:28:14.156,2023-02-13T08:54:32.822,2023-02-13T08:28:14.156,40,low
32,AML Investigator-000002,AML Investigator,AML check,2023-02-13T08:35:11.810,2023-02-13T08:54:48.662,2023-02-13T08:35:11.810,24,high
33,Appraiser-000002,Appraiser,Appraise property,2023-02-13T08:42:04.287,2023-02-13T09:05:58.498,2023-02-13T08:36:45.675,29,high
31,Loan Officer-000004,Loan Officer,Assess loan risk,2023-02-13T08:54:32.822,2023-02-13T09:14:32.822,2023-02-13T08:54:32.822,24,low
31,Loan Officer-000001,Loan Officer,Design loan offer,2023-02-13T09:14:32.822,2023-02-13T09:18:27.475,2023-02-13T09:14:32.822,23,low
34,Clerk-000002,Clerk,Check application form completeness,2023-02-13T09:00:00.000,2023-02-13T09:25:39.310,2023-02-13T09:00:00.000,61,high
34,Clerk-000005,Clerk,Check credit history,2023-02-13T09:25:39.310,2023-02-13T09:26:57.299,2023-02-13T09:25:39.310,63,high
35,Clerk-000004,Clerk,Check application form completeness,2023-02-13T09:30:00.000,2023-02-13T09:30:16.761,2023-02-13T09:30:00.000,61,medium
35,Clerk-000007,Clerk,Check credit history,2023-02-13T09:30:16.761,2023-02-13T09:31:09.252,2023-02-13T09:30:16.761,62,medium
28,Clerk-000003,Clerk,Approve application,2023-02-13T09:33:24.373,2023-02-13T09:38:24.373,2023-02-13T09:33:24.373,64,medium
31,Senior Officer-000002,Senior Officer,Approve loan offer,2023-02-13T09:18:27.475,2023-02-13T09:38:27.475,2023-02-13T09:18:27.475,21,low
35,AML Investigator-000002,AML Investigator,AML check,2023-02-13T09:30:16.761,2023-02-13T09:39:17.838,2023-02-13T09:30:16.761,37,medium
30,Clerk-000001,Clerk,Reject application,2023-02-13T09:35:27.491,2023-02-13T09:45:27.491,2023-02-13T09:35:27.491,64,low
29,Clerk-000006,Clerk,Cancel application,2023-02-13T09:42:13.689,2023-02-13T09:47:13.689,2023-02-13T09:42:13.689,61,medium
34,AML Investigator-000001,AML Investigator,AML check,2023-02-13T09:25:39.310,2023-02-13T09:47:17.026,2023-02-13T09:25:39.310,40,high
33,Clerk-000008,Clerk,Check credit history,2023-02-13T08:36:45.675,2023-02-13T09:55:51.421,2023-02-13T08:36:45.675,59,high
36,Clerk-000002,Clerk,Check application form completeness,2023-02-13T10:00:00.000,2023-02-13T10:01:12.654,2023-02-13T10:00:00.000,62,high
36,AML Investigator-000002,AML Investigator,AML check,2023-02-13T10:01:12.654,2023-02-13T10:01:55.375,2023-02-13T10:01:12.654,56,high
34,Appraiser-000002,Appraiser,Appraise property,2023-02-13T09:25:39.310,2023-02-13T10:07:13.761,2023-02-13T09:25:39.310,60,high
36,Clerk-000005,Clerk,Check credit history,2023-02-13T10:01:12.654,2023-02-13T10:07:53.446,2023-02-13T10:01:12.654,61,high
33,Loan Officer-000002,Loan Officer,Assess loan risk,2023-02-13T09:55:51.421,2023-02-13T10:15:51.421,2023-02-13T09:55:51.421,54,high
33,Loan Officer-000004,Loan Officer,Design loan offer,2023-02-13T10:15:51.421,2023-02-13T10:26:26.781,2023-02-13T10:15:51.421,53,high
34,Loan Officer-000003,Loan Officer,Assess loan risk,2023-02-13T10:07:13.761,2023-02-13T10:27:13.761,2023-02-13T10:07:13.761,48,high
37,Clerk-000004,Clerk,Check application form completeness,2023-02-13T10:30:00.000,2023-02-13T10:33:08.507,2023-02-13T10:30:00.000,38,medium
37,AML Investigator-000001,AML Investigator,AML check,2023-02-13T10:33:08.507,2023-02-13T10:40:08.321,2023-02-13T10:33:08.507,18,medium
34,Loan Officer-000001,Loan Officer,Design loan offer,2023-02-13T10:27:13.761,2023-02-13T10:40:11.934,2023-02-13T10:27:13.761,39,high
31,Clerk-000003,Clerk,Approve application,2023-02-13T10:38:27.475,2023-02-13T10:43:27.475,2023-02-13T10:38:27.475,62,low
37,Clerk-000007,Clerk,Check credit history,2023-02-13T10:33:08.507,2023-02-13T10:44:19.906,2023-02-13T10:33:08.507,49,medium
33,Senior Officer-000001,Senior Officer,Approve loan offer,2023-02-13T10:26:26.781,2023-02-13T10:46:26.781,2023-02-13T10:26:26.781,44,high
34,Senior Officer-000002,Senior Officer,Approve loan offer,2023-02-13T10:40:11.934,2023-02-13T11:00:11.934,2023-02-13T10:40:11.934,23,high
35,Appraiser-000002,Appraiser,Appraise property,2023-02-13T10:07:13.761,2023-02-13T11:07:33.271,2023-02-13T09:30:16.761,41,medium
38,Clerk-000001,Clerk,Check application form completeness,2023-02-13T11:00:00.000,2023-02-13T11:09:46.788,2023-02-13T11:00:00.000,35,high
38,AML Investigator-000002,AML Investigator,AML check,2023-02-13T11:09:46.788,2023-02-13T11:24:34.464,2023-02-13T11:09:46.788,43,high
35,Loan Officer-000002,Loan Officer,Assess loan risk,2023-02-13T11:07:33.271,2023-02-13T11:27:33.271,2023-02-13T11:07:33.271,28,medium
39,Clerk-000008,Clerk,Check application form completeness,2023-02-13T11:30:00.000,2023-02-13T11:35:32.290,2023-02-13T11:30:00.000,63,low
39,Clerk-000002,Clerk,Check credit history,2023-02-13T11:35:32.290,2023-02-13T11:36:17.835,2023-02-13T11:35:32.290,23,low
32,Appraiser-000001,Appraiser,Appraise property,2023-02-13T08:35:11.810,2023-02-13T11:39:50.282,2023-02-13T08:35:11.810,43,high
35,Loan Officer-000004,Loan Officer,Design loan offer,2023-02-13T11:27:33.271,2023-02-13T11:40:48.869,2023-02-13T11:27:33.271,49,medium
33,Clerk-000005,Clerk,Approve application,2023-02-13T11:46:26.781,2023-02-13T11:51:26.781,2023-02-13T11:46:26.781,37,high
32,Loan Officer-000003,Loan Officer,Assess loan risk,2023-02-13T11:39:50.282,2023-02-13T11:59:50.282,2023-02-13T11:39:50.282,20,high
35,Senior Officer-000001,Senior Officer,Approve loan offer,2023-02-13T11:40:48.869,2023-02-13T12:00:48.869,2023-02-13T11:40:48.869,34,medium
38,Clerk-000006,Clerk,Check credit history,2023-02-13T11:09:46.788,2023-02-13T12:01:44.974,2023-02-13T11:09:46.788,49,high
34,Clerk-000003,Clerk,Approve application,2023-02-13T12:00:11.934,2023-02-13T12:05:11.934,2023-02-13T12:00:11.934,56,high
40,Clerk-000004,Clerk,Check application form completeness,2023-02-13T12:00:00.000,2023-02-13T12:13:31.866,2023-02-13T12:00:00.000,48,high
36,Appraiser-000002,Appraiser,Appraise property,2023-02-13T11:07:33.271,2023-02-13T12:17:28.454,2023-02-13T10:01:12.654,44,high
37,Appraiser-000001,Appraiser,Appraise property,2023-02-13T11:39:50.282,2023-02-13T12:20:43.387,2023-02-13T10:33:08.507,62,medium
40,Clerk-000007,Clerk,Check credit history,2023-02-13T12:13:31.866,2023-02-13T12:24:34.426,2023-02-13T12:13:31.866,28,high
38,Appraiser-000002,Appraiser,Appraise property,2023-02-13T12:17:28.454,2023-02-13T12:28:23.275,2023-02-13T11:09:46.788,30,high
40,AML Investigator-000002,AML Investigator,AML check,2023-02-13T12:13:31.866,2023-02-13T12:36:48.112,2023-02-13T12:13:31.866,49,high
36,Loan Officer-000001,Loan Officer,Assess loan risk,2023-02-13T12:17:28.454,2023-02-13T12:37:28.454,2023-02-13T12:17:28.454,45,high
37,Loan Officer-000002,Loan Officer,Assess loan risk,2023-02-13T12:20:43.387,2023-02-13T12:40:43.387,2023-02-13T12:20:43.387,36,medium
38,Loan Officer-000004,Loan Officer,Assess loan risk,2023-02-13T12:28:23.275,2023-02-13T12:48:23.275,2023-02-13T12:28:23.275,57,high
39,Appraiser-000001,Appraiser,Appraise property,2023-02-13T12:20:43.387,2023-02-13T12:49:27.486,2023-02-13T11:35:32.290,53,low
38,Loan Officer-000001,Loan Officer,Design loan offer,2023-02-13T12:48:23.275,2023-02-13T12:52:11.205,2023-02-13T12:48:23.275,45,high
35,Clerk-000005,Clerk,Cancel application,2023-02-13T13:00:48.869,2023-02-13T13:05:48.869,2023-02-13T13:00:48.869,48,medium
40,Appraiser-000002,Appraiser,Appraise property,2023-02-13T12:28:23.275,2023-02-13T13:07:45.885,2023-02-13T12:13:31.866,41,high
41,Clerk-000001,Clerk,Check application form completeness,2023-02-13T12:30:00.000,2023-02-13T13:07:54.223,2023-02-13T12:30:00.000,19,high
32,Clerk-000008,Clerk,Reject application,2023-02-13T12:59:50.282,2023-02-13T13:09:50.282,2023-02-13T12:59:50.282,53,high
38,Senior Officer-000002,Senior Officer,Approve loan offer,2023-02-13T12:52:11.205,2023-02-13T13:12:11.205,2023-02-13T12:52:11.205,34,high
41,Clerk-000006,Clerk,Return application back to applicant,2023-02-13T13:07:54.223,2023-02-13T13:12:54.223,2023-02-13T13:07:54.223,50,high
37,Loan Officer-000003,Loan Officer,Design loan offer,2023-02-13T12:40:43.387,2023-02-13T13:23:28.941,2023-02-13T12:40:43.387,37,medium
39,AML Investigator-000001,AML Investigator,AML check,2023-02-13T11:35:32.290,2023-02-13T13:23:52.216,2023-02-13T11:35:32.290,28,low
40,Loan Officer-000002,Loan Officer,Assess loan risk,2023-02-13T13:07:45.885,2023-02-13T13:27:45.885,2023-02-13T13:07:45.885,37,high
40,Loan Officer-000001,Loan Officer,Design loan offer,2023-02-13T13:27:45.885,2023-02-13T13:35:25.752,2023-02-13T13:27:45.885,53,high
37,Senior Officer-000001,Senior Officer,Approve loan offer,2023-02-13T13:23:28.941,2023-02-13T13:43:28.941,2023-02-13T13:23:28.941,63,medium
39,Loan Officer-000004,Loan Officer,Assess loan risk,2023-02-13T13:23:52.216,2023-02-13T13:43:52.216,2023-02-13T13:23:52.216,33,low
36,Clerk-000004,Clerk,Reject application,2023-02-13T13:37:28.454,2023-02-13T13:47:28.454,2023-02-13T13:37:28.454,44,high
42,Clerk-000002,Clerk,Check application form completeness,2023-02-13T13:00:00.000,2023-02-13T13:48:19.443,2023-02-13T13:00:00.000,44,low
42,Clerk-000007,Clerk,Check credit history,2023-02-13T13:48:19.443,2023-02-13T13:54:33.694,2023-02-13T13:48:19.443,43,low
40,Senior Officer-000002,Senior Officer,Approve loan offer,2023-02-13T13:35:25.752,2023-02-13T13:55:25.752,2023-02-13T13:35:25.752,40,high
42,Appraiser-000001,Appraiser,Appraise property,2023-02-13T13:48:19.443,2023-02-13T13:56:24.771,2023-02-13T13:48:19.443,33,low
43,Clerk-000003,Clerk,Check application form completeness,2023-02-13T13:30:00.000,2023-02-13T13:57:48.386,2023-02-13T13:30:00.000,29,low
43,AML Investigator-000001,AML Investigator,AML check,2023-02-13T13:57:48.386,2023-02-13T13:59:31.157,2023-02-13T13:57:48.386,21,low
41,Applicant-000001,Applicant,Applicant completes form,2023-02-13T13:12:54.223,2023-02-13T14:12:54.223,2023-02-13T13:12:54.223,29,high
38,Clerk-000008,Clerk,Cancel application,2023-02-13T14:12:11.205,2023-02-13T14:17:11.205,2023-02-13T14:12:11.205,38,high
41,Clerk-000006,Clerk,Check application form completeness,2023-02-13T14:12:54.223,2023-02-13T14:17:19.853,2023-02-13T14:12:54.223,27,high
43,Appraiser-000002,Appraiser,Appraise property,2023-02-13T13:57:48.386,2023-02-13T14:19:40.793,2023-02-13T13:57:48.386,46,low
41,AML Investigator-000001,AML Investigator,AML check,2023-02-13T14:17:19.853,2023-02-13T14:20:45.172,2023-02-13T14:17:19.853,33,high
41,Clerk-000004,Clerk,Check credit history,2023-02-13T14:17:19.853,2023-02-13T14:26:38.340,2023-02-13T14:17:19.853,62,high
44,Clerk-000001,Clerk,Check application form completeness,2023-02-13T14:00:00.000,2023-02-13T14:27:21.251,2023-02-13T14:00:00.000,21,high
42,AML Investigator-000002,AML Investigator,AML check,2023-02-13T13:48:19.443,2023-02-13T14:29:48.288,2023-02-13T13:48:19.443,59,low
44,AML Investigator-000001,AML Investigator,AML check,2023-02-13T14:27:21.251,2023-02-13T14:43:17.223,2023-02-13T14:27:21.251,28,high
37,Clerk-000003,Clerk,Approve application,2023-02-13T14:43:28.941,2023-02-13T14:48:28.941,2023-02-13T14:43:28.941,52,medium
42,Loan Officer-000003,Loan Officer,Assess loan risk,2023-02-13T14:29:48.288,2023-02-13T14:49:48.288,2023-02-13T14:29:48.288,31,low
42,Loan Officer-000002,Loan Officer,Design loan offer,2023-02-13T14:49:48.288,2023-02-13T14:49:59.510,2023-02-13T14:49:48.288,55,low
44,Clerk-000002,Clerk,Check credit history,2023-02-13T14:27:21.251,2023-02-13T14:50:21.549,2023-02-13T14:27:21.251,20,high
43,Clerk-000005,Clerk,Check credit history,2023-02-13T13:57:48.386,2023-02-13T14:52:27.130,2023-02-13T13:57:48.386,35,low
41,Appraiser-000001,Appraiser,Appraise property,2023-02-13T14:17:19.853,2023-02-13T14:52:59.003,2023-02-13T14:17:19.853,21,high
39,Clerk-000008,Clerk,Reject application,2023-02-13T14:43:52.216,2023-02-13T14:53:52.216,2023-02-13T14:43:52.216,52,low
40,Clerk-000006,Clerk,Cancel application,2023-02-13T14:55:25.752,2023-02-14T07:00:25.752,2023-02-13T14:55:25.752,64,high
45,Clerk-000007,Clerk,Check application form completeness,2023-02-13T14:30:00.000,2023-02-14T07:01:37.516,2023-02-13T14:30:00.000,56,low
46,Clerk-000004,Clerk,Check application form completeness,2023-02-14T07:00:00.000,2023-02-14T07:03:08.959,2023-02-13T15:00:00.000,50,low
42,Senior Officer-000001,Senior Officer,Approve loan offer,2023-02-13T14:49:59.510,2023-02-14T07:09:59.510,2023-02-13T14:49:59.510,32,low
44,Appraiser-000002,Appraiser,Appraise property,2023-02-13T14:27:21.251,2023-02-14T07:12:04.178,2023-02-13T14:27:21.251,34,high
43,Loan Officer-000001,Loan Officer,Assess loan risk,2023-02-13T14:52:27.130,2023-02-14T07:12:27.130,2023-02-13T14:52:27.130,37,low
41,Loan Officer-000004,Loan Officer,Assess loan risk,2023-02-13T14:52:59.003,2023-02-14T07:12:59.003,2023-02-13T14:52:59.003,58,high
46,AML Investigator-000001,AML Investigator,AML check,2023-02-14T07:03:08.959,2023-02-14T07:18:14.174,2023-02-14T07:03:08.959,38,low
45,Clerk-000001,Clerk,Check credit history,2023-02-14T07:01:37.516,2023-02-14T07:22:42.875,2023-02-14T07:01:37.516,23,low
43,Loan Officer-000002,Loan Officer,Design loan offer,2023-02-14T07:12:27.130,2023-02-14T07:26:21.276,2023-02-14T07:12:27.130,26,low
45,Appraiser-000001,Appraiser,Appraise property,2023-02-14T07:01:37.516,2023-02-14T07:31:15.330,2023-02-14T07:01:37.516,31,low
44,Loan Officer-000003,Loan Officer,Assess loan risk,2023-02-14T07:12:04.178,2023-02-14T07:32:04.178,2023-02-14T07:12:04.178,64,high
45,AML Investigator-000002,AML Investigator,AML check,2023-02-14T07:01:37.516,2023-02-14T07:35:31.449,2023-02-14T07:01:37.516,39,low
47,Clerk-000002,Clerk,Check application form completeness,2023-02-14T07:30:00.000,2023-02-14T07:41:09.874,2023-02-14T07:30:00.000,31,high
47,Appraiser-000001,Appraiser,Appraise property,2023-02-14T07:41:09.874,2023-02-14T07:43:21.206,2023-02-14T07:41:09.874,31,high
47,Clerk-000005,Clerk,Check credit history,2023-02-14T07:41:09.874,2023-02-14T07:46:06.459,2023-02-14T07:41:09.874,47,high
43,Senior Officer-000002,Senior Officer,Approve loan offer,2023-02-14T07:26:21.276,2023-02-14T07:46:21.276,2023-02-14T07:26:21.276,55,low
46,Appraiser-000002,Appraiser,Appraise property,2023-02-14T07:12:04.178,2023-02-14T07:50:18.182,2023-02-14T07:03:08.959,41,low
